Empresa;snapshot;mes;ano;bacia_hidrografica;latitude;longitude;recolha_agua;indice_seca;precipitation;soil_moisture_225;processo_representativo;pre_tratamento;origem;Line;ID Processo;Estrutura;Fibra;Corante;Cor;Máquina;R:B;Banho;Banho simplif.;banho_representativo;pH;Condutividade;Alcalinidade;Dureza;Cor_p;Turbidez;Sólidos suspensos totais;Carência química de oxigénio;Carência bioquímica de oxigénio;Carbono orgânico total;Azoto total;Azoto amoniacal;Nitratos;Nitritos;Fósforo total;Alumínio;Chumbo;Cobre;Crómio total;Ferro;Manganês;Magnésio;Zinco;Cálcio;Cloretos;Sulfatos;Sulfitos;Sulfuretos;Hidrocarbonetos totais;Óleos e gorduras;Detergentes aniónicos
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P1;Malha;Algodão;Reativos;Clara;Jet;8.0;Tingimento 1;Tingimento 1;Tingimento;10.3;28400.0;5770.0;64.6;495.0;90.0;220.0;1240.0;530.0;413.3333333333333;68.8;58.7;8.0;15.0;0.14;0.244;0.01;0.02;0.02;0.0774;0.005;4.96;0.03;17.7;8840.0;127.0;2.5;0.05;0.18;0.36;7.14
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P1;Malha;Algodão;Reativos;Clara;Jet;8.0;Lav. PT 1;Lav. PT 1;Tingimento;9.6;1950.0;1060.0;37.1;17.3;1.0;6.8;63.2;1.4;21.066666666666666;7.8;6.0;10.8;8.34;0.17;0.247;0.01;0.0027;0.0028;0.0229;0.00948;2.96;0.0057;9.96;466.0;38.7;2.5;0.05;0.35;0.52;0.077
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P1;Malha;Algodão;Reativos;Clara;Jet;8.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;9.5;2000.0;1350.0;24.5;286.0;53.0;46.0;952.0;100.0;317.3333333333333;5.3;6.0;2.0;0.3;0.19;0.217;0.01;0.0022;0.002;0.0182;0.00633;2.01;0.0057;6.52;469.0;48.4;2.5;0.05;1.43;161.0;3.14
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P1;Malha;Algodão;Reativos;Clara;Jet;8.0;Lav. PE 1;Lav. PE 1;Ensaboamento;7.3;800.0;962.0;24.3;108.0;18.1;37.6;271.0;134.0;90.33333333333333;2.0;6.0;2.0;0.06;0.76;0.185;0.01;0.002;0.002;0.0257;0.0145;2.19;0.0151;6.13;156.0;37.9;2.5;0.05;1.78;54.3;1.07
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P2;Malha;Algodão;Reativos;Média;Jet;8.0;Tingimento 1;Tingimento 1;Tingimento;10.8;19900.0;2760.0;103.0;351.0;77.5;46.6;1540.0;386.0;513.3333333333334;8.0;6.0;2.0;12.4;2.8;1.17;0.1;0.02;0.02;0.0688;0.0167;6.54;0.0478;30.4;29.2;9620.0;4.0;0.05;32.4;163.0;3.61
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P2;Malha;Algodão;Reativos;Média;Jet;8.0;Lav. PT 1;Lav. PT 1;Tingimento;10.6;6700.0;1030.0;44.2;221.0;47.4;50.9;422.0;136.0;140.66666666666666;2.9;6.0;2.0;0.3;1.2;0.724;0.01;0.002;0.002;0.0795;0.00955;2.5;0.015;13.6;22.8;2520.0;3.0;0.05;2.71;21.2;0.331
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P2;Malha;Algodão;Reativos;Média;Jet;8.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;8.5;778.0;112.0;28.0;65.5;9.4;23.9;260.0;137.0;86.66666666666667;2.2;6.0;2.0;0.06;0.63;0.592;0.01;0.002;0.002;0.0341;0.00782;1.69;0.0099;8.44;22.3;203.0;2.0;0.05;1.07;28.2;0.52
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P2;Malha;Algodão;Reativos;Média;Jet;8.0;Lav. PE 1;Lav. PE 1;Ensaboamento;7.3;437.0;164.0;9.9;96.0;13.5;23.6;78.8;28.0;26.266666666666666;2.1;6.0;2.0;0.04;0.24;0.557;0.01;0.002;0.002;0.0447;0.006;0.858;0.0198;2.56;20.6;74.0;2.0;0.05;0.28;2.52;0.029
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P3;Malha;Algodão;Reativos;Escura;Jet;8.0;Tingimento 1;Tingimento 1;Tingimento;11.8;72400.0;9140.0;14.7;440.0;326.0;261.0;3540.0;983.0;1180.0;65.9;58.7;10.5;6.0;3.1;0.508;0.1;8.0;0.02;0.142;0.0191;1.12;0.0806;4.08;34700.0;481.0;450.0;0.05;374.0;730.0;14.3
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P3;Malha;Algodão;Reativos;Escura;Jet;8.0;Lav. PT 1;Lav. PT 1;Tingimento;11.5;18900.0;1920.0;16.2;440.0;68.5;71.3;808.0;240.0;269.3333333333333;33.0;12.3;62.5;4.24;4.0;0.178;0.01;3.5;0.02;0.05;0.014;1.29;0.0418;4.38;1160.0;350.0;150.0;0.05;22.8;61.1;2.64
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P3;Malha;Algodão;Reativos;Escura;Jet;8.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;6.8;1570.0;192.0;15.0;890.0;69.5;129.0;1420.0;617.0;473.3333333333333;8.3;6.0;4.2;0.667;0.86;0.18;0.01;0.553;0.002;0.0256;0.0133;1.15;0.0137;4.14;177.0;37.8;12.5;0.05;4.37;29.2;4.36
GT04 - ADALBERTO;;;;;;;;;;;;;Giatex;descontinuo;P3;Malha;Algodão;Reativos;Escura;Jet;8.0;Lav. PE 1;Lav. PE 1;Ensaboamento;7.0;495.0;52.9;11.8;101.0;19.3;9.7;137.0;30.4;45.666666666666664;1.8;6.0;2.0;0.04;1.9;0.209;0.01;0.159;0.002;0.0767;0.012;1.03;0.0621;3.04;83.6;16.1;2.0;0.05;11.2;26.1;0.362
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Tingimento 1;Tingimento 1;Tingimento;10.8;21200.0;8800.0;115.0;265.0;53.9;440.0;2190.0;830.0;730.0;12.5;8.1;2.0;1.5;0.85;0.502;0.1;0.002;0.002;0.419;0.0392;14.2;0.0753;22.7;4900.0;56.2;10.0;0.05;1.93;40.3;8.94
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Lav. PT 1;Lav. PT 1;Tingimento;10.6;8360.0;1150.0;35.2;176.0;22.8;25.2;729.0;90.0;243.0;6.2;6.0;2.0;0.6;2.9;0.212;0.01;0.0329;0.002;0.104;0.016;4.66;0.0211;6.44;1630.0;20.6;4.0;0.05;11.0;64.0;4.8
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Lav. PT 2;Lav. PT 2;Tingimento;7.7;3200.0;938.0;16.8;114.0;16.3;13.6;1190.0;608.0;396.6666666666667;4.5;6.0;2.0;0.3;0.75;0.222;0.01;0.0241;0.0025;0.166;0.0421;2.17;0.014;3.08;645.0;18.3;2.0;0.05;4.62;24.7;1.64
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;7.3;1410.0;1730.0;14.3;133.0;12.5;62.0;836.0;241.0;278.6666666666667;11.4;8.3;2.0;0.15;1.4;0.1;0.01;0.02;0.002;0.0943;0.0244;1.35;0.065;3.49;248.0;19.2;7.5;0.05;0.4;12.4;1.69
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Lav. PE 1;Lav. PE 1;Ensaboamento;7.8;547.0;64.1;3.4;34.0;4.2;11.6;91.3;15.1;30.433333333333334;1.3;6.0;2.0;0.06;0.28;0.039;0.01;0.017;0.002;0.0257;0.00333;0.384;0.003;0.739;121.0;17.7;3.0;0.05;0.43;3.47;0.081
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Lav. PE 2;Lav. PE 2;Ensaboamento;6.0;2390.0;18.4;4.6;4.1;1.0;5.0;16.3;1.0;5.433333333333334;3.4;6.0;8.18;0.04;0.24;0.012;0.01;0.0031;0.002;0.0071;0.00167;0.565;0.003;0.858;102.0;19.1;1.0;0.05;0.18;0.51;0.02
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P4;Felpo;Algodão;Reativos;Clara;Jet;6.0;Amaciamento;Amaciamento;Amaciamento;6.3;444.0;1060.0;6.3;14.6;1.0;14.0;504.0;174.0;168.0;1.6;6.0;2.0;0.384;0.62;0.01;0.01;0.002;0.002;0.005;0.00333;0.739;0.003;1.32;92.3;16.3;2.5;0.05;0.18;19.2;0.134
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Tingimento 1;Tingimento 1;Tingimento;11.0;5660.0;5390.0;114.0;1510.0;43.3;900.0;2580.0;931.0;860.0;29.6;21.3;13.5;6.0;16.0;0.24;0.1;3.2;0.02;0.308;0.0548;15.0;0.198;21.0;23300.0;533.0;750.0;0.05;7.13;134.0;2.0
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Lav. PT 1;Lav. PT 1;Tingimento;10.9;1170.0;1150.0;30.1;540.0;12.6;205.0;388.0;206.0;129.33333333333334;2.8;6.0;2.0;1.5;5.6;0.115;0.1;1.75;0.02;0.0977;0.0135;4.19;0.0874;5.12;3810.0;95.3;100.0;0.05;0.73;26.4;0.586
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Lav. PT 2;Lav. PT 2;Tingimento;4.9;6140.0;794.0;40.5;478.0;13.3;58.0;1280.0;773.0;426.6666666666667;4.4;6.0;2.0;0.6;12.9;0.133;0.01;1.04;0.0202;0.303;0.0297;5.88;0.0611;6.5;1850.0;51.5;100.0;0.05;0.49;20.5;0.526
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;5.1;3.29;313.0;19.4;320.0;11.8;24.0;790.0;385.0;263.3333333333333;6.0;6.0;2.0;0.3;1.4;0.12;0.01;0.715;0.002;0.128;0.0123;2.86;0.0274;3.04;971.0;34.8;150.0;0.05;0.85;19.6;0.528
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Lav. PE 1;Lav. PE 1;Ensaboamento;5.6;2020.0;33.0;9.0;216.0;4.7;18.0;454.0;184.0;151.33333333333334;4.5;6.0;2.0;0.3;1.4;0.107;0.01;0.426;0.002;0.0842;0.00583;1.32;0.0146;1.44;549.0;25.4;100.0;0.05;0.39;13.2;0.4
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Lav. PE 2;Lav. PE 2;Ensaboamento;6.1;1230.0;17.5;4.6;111.0;7.2;10.0;215.0;38.3;71.66666666666667;3.8;6.0;2.0;0.15;2.8;0.07;0.01;0.221;0.002;0.0499;0.00273;0.647;0.0067;0.754;31.6;5.0;75.0;0.05;0.18;7.55;0.656
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Lav. PE 3;Lav. PE 3;Ensaboamento;6.2;739.0;55.3;3.0;131.0;8.8;5.6;82.0;9.9;27.333333333333332;2.8;6.0;2.0;0.06;1.3;0.083;0.01;0.0949;0.002;0.0518;0.00277;0.294;0.0035;0.388;189.0;19.8;2.0;0.05;0.26;7.35;0.259
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P5;Felpo;Algodão;Reativos;Média;Jet;6.0;Amaciamento;Amaciamento;Amaciamento;5.9;457.0;10.0;3.0;53.0;5.0;5.0;292.0;41.5;97.33333333333333;1.5;6.0;2.0;0.04;1.0;0.032;0.01;0.0084;0.002;0.0183;0.00203;0.134;0.003;0.35;111.0;19.5;25.0;0.05;0.45;18.3;0.175
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Tingimento 1;Tingimento 1;Tingimento;11.6;50800.0;29800.0;53.9;78.0;7.2;4330.0;1980.0;740.0;660.0;46.0;41.3;8.0;6.0;5.5;0.525;0.1;0.0486;0.02;0.285;0.0486;4.52;0.0713;14.1;20900.0;229.0;300.0;0.05;7.41;97.2;8.2
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Lav. PT 1;Lav. PT 1;Tingimento;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Lav. PT 2;Lav. PT 2;Tingimento;4.5;9580.0;96.0;60.2;1260.0;19.0;76.0;1480.0;993.0;493.3333333333333;13.4;7.8;9.3;0.6;5.4;0.317;0.01;0.0039;0.01;0.301;0.0556;9.0;0.0528;9.3;3270.0;45.0;2.5;0.05;0.18;10.4;1.94
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;4.6;3220.0;168.0;18.0;815.0;5.5;23.0;738.0;290.0;246.0;7.0;6.0;2.0;0.3;2.5;0.116;0.01;0.002;0.0023;0.113;0.014;2.76;0.0097;2.62;1020.0;22.5;150.0;0.05;0.21;7.49;1.23
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Ensaboamento 2;Ensaboamento 2;Ensaboamento;5.1;1310.0;207.0;4.1;503.0;9.9;10.0;624.0;132.0;208.0;4.9;6.0;2.0;0.15;6.8;0.135;0.01;0.002;0.002;0.0669;0.00303;0.558;0.003;0.661;362.0;16.8;100.0;0.05;1.03;17.9;0.251
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Lav. PE 1;Lav. PE 1;Ensaboamento;5.3;1290.0;96.0;4.4;465.0;13.4;17.0;517.0;81.6;172.33333333333334;6.1;6.0;2.0;0.15;2.5;0.284;0.01;0.002;0.002;0.146;0.00433;0.592;0.0053;0.773;351.0;16.6;37.5;0.05;0.43;18.9;0.243
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Lav. PE 2;Lav. PE 2;Ensaboamento;6.0;562.0;240.0;4.1;133.0;3.9;5.0;64.1;5.9;21.366666666666664;2.6;6.0;2.0;0.06;5.6;0.064;0.01;0.002;0.002;0.0321;0.00083;0.461;0.003;0.866;141.0;15.2;5.0;0.05;0.3;5.63;0.041
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Lav. PE 3;Lav. PE 3;Ensaboamento;6.1;493.0;1250.0;3.0;95.0;4.4;60.0;60.7;3.0;20.233333333333334;2.7;6.0;2.0;1.45;0.1;0.048;0.01;0.002;0.002;0.0308;0.00073;0.135;0.003;0.31;118.0;14.4;2.5;0.05;0.18;6.46;0.047
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Lav. PE 4;Lav. PE 4;Ensaboamento;6.3;504.0;12.6;3.9;19.6;5.3;5.0;30.0;1.0;10.0;3.4;6.0;9.5;0.06;0.1;0.01;0.01;0.002;0.002;0.005;0.00083;0.431;0.003;0.823;147.0;15.9;1.0;0.05;0.18;1.36;0.021
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P6;Felpo;Algodão;Reativos;Escura;Jet;6.0;Amaciamento;Amaciamento;Amaciamento;6.4;496.0;22.3;3.0;391.0;78.0;166.0;3800.0;32.7;1266.6666666666667;3.9;6.0;2.0;0.06;0.1;0.01;0.01;0.002;0.002;0.005;0.00163;0.311;0.003;0.499;128.0;14.4;2.0;0.05;7.13;266.0;0.229
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P7;Felpo;Algodão;Reativos;1/2 Branco;Jet;6.0;Branqueio;Preparação;Branqueamento;11.8;6560.0;2860.0;364.0;315.0;107.0;480.0;13000.0;6540.0;4333.333333333333;155.0;147.0;5.41;6.51;2.6;1.09;0.01;0.14;0.0161;0.612;0.356;57.6;0.266;51.1;352.0;111.0;25.0;0.05;0.34;96.2;3.08
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P7;Felpo;Algodão;Reativos;1/2 Branco;Jet;6.0;Lav. PP 1;Lav. PP 1;Preparação;11.2;2390.0;1540.0;118.0;414.0;93.0;178.0;3870.0;1020.0;1290.0;66.5;6.0;16.4;0.499;0.9;0.692;0.01;0.04;0.0071;0.53;0.12;17.6;0.0896;18.4;154.0;38.6;2.5;0.05;0.18;33.6;0.537
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P7;Felpo;Algodão;Reativos;1/2 Branco;Jet;6.0;Lav. PP 2;Lav. PP 2;Preparação;5.4;1500.0;358.0;276.0;176.0;18.7;11.6;1800.0;1010.0;600.0;24.8;21.3;2.0;0.3;3.7;0.226;0.01;0.0245;0.0038;0.302;0.23;48.5;0.169;30.6;124.0;25.9;3.0;0.05;0.55;31.6;1.06
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Anti-pilling 1;Preparação;Preparação;5.2;2570.0;818.0;246.0;2640.0;309.0;295.0;4790.0;2640.0;1596.6666666666667;83.0;77.3;2.0;0.3;11.5;6.73;0.01;0.122;0.004;0.882;0.265;46.6;1.22;21.7;277.0;107.0;50.0;0.05;5.12;178.0;0.95
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Branqueio;Preparação;Branqueamento;11.7;7290.0;2960.0;280.0;465.0;660.0;1010.0;10200.0;4330.0;3400.0;260.0;253.0;29.8;24.8;15.5;15.0;0.01;0.0689;0.0136;1.85;0.296;37.8;0.559;49.6;169.0;62.5;12.5;0.05;2.67;197.0;6.04
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Lav. PP 1;Lav. PP 1;Preparação;11.1;6990.0;1660.0;146.0;428.0;213.0;274.0;4470.0;1040.0;1490.0;142.0;139.0;16.2;8.96;1.5;7.12;0.01;0.0302;0.0078;0.92;0.134;20.2;0.22;25.3;132.0;1890.0;2.0;0.05;2.09;117.0;0.812
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Lav. PP 2;Lav. PP 2;Preparação;7.6;1290.0;240.0;94.0;86.0;25.7;730.0;636.0;228.0;212.0;18.8;17.8;5.61;0.744;2.2;1.07;0.048;1.25;0.002;0.215;0.112;12.4;7.54;17.1;44.0;246.0;2.0;0.05;0.35;15.2;0.234
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Lav. PP 3;Lav. PP 3;Preparação;6.2;1840.0;866.0;43.9;251.0;30.8;218.0;885.0;199.0;295.0;44.3;40.9;2.0;0.3;1.1;2.57;0.01;0.0052;0.0029;0.395;0.0594;7.15;0.104;5.84;99.2;325.0;2.5;0.05;0.18;34.1;0.37
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Lav. PP 4;Lav. PP 4;Preparação;6.9;766.0;1060.0;10.7;81.0;4.5;40.0;146.0;62.0;48.666666666666664;7.9;6.0;2.0;0.06;1.6;0.943;0.01;0.0052;0.002;0.144;0.0169;1.63;0.0343;1.6;96.0;79.0;2.5;0.05;0.18;8.92;0.123
GT05 - JFA;;;;;;;;;;;;;Giatex;descontinuo;P8;Felpo;Algodão;Reativos;Branco ótico;Jet;6.0;Amaciamento;Amaciamento;Amaciamento;6.9;613.0;65.0;6.6;38.1;3.0;5.0;779.0;290.0;259.6666666666667;3.6;6.0;2.0;0.06;0.77;0.081;0.01;0.002;0.002;0.0157;0.00687;1.01;0.0104;0.92;94.9;43.9;8.0;0.05;0.18;28.8;5.66
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P1;Tecido;Algodão;Reativos;;Jigger;3.0;Tingimento 1;Tingimento 1;Tingimento;11.6;116.0;3000.0;291.0;6305.0;55.0;440.0;8730.0;9.8;2910.0;433.0;28.4;1800.0;0.01;21.6;0.5;0.5;0.15;0.5;0.65;0.4;1.1;0.06;2.7;60300.0;1460.6;10300.0;0.05;6.05;10.4;0.998
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P1;Tecido;Algodão;Reativos;;Jigger;3.0;Lav. PT 1;Lav. PT 1;Tingimento;5.0;10200.0;5100.0;194.0;1485.0;18.0;170.0;9550.0;46.0;3183.3333333333335;263.0;49.3;1000.0;0.01;6.2;0.5;0.5;0.15;0.5;0.5;0.4;0.43;0.05;1.0;3360.0;232.0;73.0;0.05;3.58;11.4;0.697
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P1;Tecido;Algodão;Reativos;;Jigger;3.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;10.2;4390.0;4700.0;3.0;3770.0;64.0;140.0;8400.0;46.0;2800.0;208.0;57.1;723.0;0.01;300.0;0.5;0.5;0.15;0.5;0.5;0.4;0.8;0.05;2.5;1570.0;86.0;8000.0;0.05;19.5;106.0;2.35
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P1;Tecido;Algodão;Reativos;;Jigger;3.0;Lav. PE 1;Lav. PE 1;Ensaboamento;6.6;776.0;420.0;3.0;341.0;26.0;7.6;4610.0;8.9;1536.6666666666667;231.0;91.8;720.0;0.01;0.16;0.5;0.5;0.15;0.5;0.5;0.4;0.4;0.05;1.7;343.0;37.5;7700.0;0.05;0.18;2.59;2.38
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P1;Tecido;Algodão;Reativos;;Jigger;3.0;Amaciamento;Amaciamento;Amaciamento;7.1;344.0;630.0;146.0;1864.0;776.0;360.0;10000.0;36.8;3333.3333333333335;217.0;28.4;860.0;0.01;1.7;0.5;0.5;0.15;0.5;0.5;0.4;0.9;0.05;1.3;150.0;14.6;1820.0;0.05;22.1;127.0;0.722
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P2;Tecido;Mistura PES/CO;Dispersos;;Jigger;3.0;Tingimento 1;Tingimento 1;Tingimento;4.9;2620.0;1900.0;437.0;847.0;211.0;68.0;20600.0;48.0;6866.666666666667;201.0;139.0;409.0;0.01;35.5;0.5;0.5;0.15;0.5;0.75;0.4;2.4;0.17;5.3;321.0;62.0;750.0;0.05;28.6;748.0;25.5
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P2;Tecido;Mistura PES/CO;Dispersos;;Jigger;3.0;Lav. PT 1;Lav. PT 1;Tingimento;7.9;1990.0;551.0;71.8;292.0;66.0;116.0;4460.0;44.0;1486.6666666666667;44.0;12.8;154.0;0.22;1.7;0.5;0.5;0.15;0.5;0.5;0.4;0.5;0.05;1.8;143.0;586.5;435.0;0.05;5.45;62.4;4.12
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P2;Tecido;Mistura PES/CO;Dispersos;;Jigger;3.0;Lav. PT 2;Lav. PT 2;Tingimento;4.8;1120.0;401.0;37.9;277.0;35.0;18.5;1150.0;46.0;383.3333333333333;12.6;7.8;29.2;0.01;3.9;0.5;0.5;0.15;0.5;0.5;0.4;0.5;0.05;1.0;64.2;191.0;184.0;0.05;186.0;23.2;2.56
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P3;Tecido;Algodão;Diretos;;Jigger;3.0;Tingimento 1;Tingimento 1;Tingimento;9.5;52000.0;470.0;583.0;7710.0;532.0;840.0;5930.0;117.0;1976.6666666666667;398.0;162.0;1200.0;0.01;31.6;0.5;0.5;0.15;0.5;0.5;0.4;1.6;0.08;2.2;23200.0;520.7;8600.0;0.05;0.18;13.3;0.178
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P3;Tecido;Algodão;Diretos;;Jigger;3.0;Lav. PT 1;Lav. PT 1;Tingimento;5.2;8650.0;840.0;388.0;668.0;51.0;240.0;2900.0;47.0;966.6666666666666;103.0;17.7;393.0;0.01;45.4;0.5;0.5;0.15;0.5;0.5;0.4;0.1;0.05;1.0;1710.0;66.0;8300.0;0.05;0.44;14.1;0.187
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P3;Tecido;Algodão;Diretos;;Jigger;3.0;Lav. PT 2;Lav. PT 2;Tingimento;4.3;2940.0;890.0;3.0;616.0;18.0;50.0;2870.0;41.5;956.6666666666666;102.0;26.2;365.0;0.01;4.6;0.5;0.5;0.15;0.5;0.5;0.4;0.4;0.05;1.2;850.0;59.0;310.0;0.05;0.18;10.1;0.091
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P3;Tecido;Algodão;Diretos;;Jigger;3.0;Amaciamento;Amaciamento;Amaciamento;7.4;745.0;177.0;7.8;1039.0;223.0;48.0;200.0;45.0;66.66666666666667;49.0;10.6;180.0;0.01;2.8;0.5;0.5;0.15;0.5;0.5;0.4;0.1;0.05;1.0;221.0;29.6;600.0;0.05;1.12;32.6;
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P4;Tecido;Algodão;Cuba;;Jigger;3.0;Tingimento 1;Tingimento 1;Tingimento;12.4;63000.0;7300.0;124.0;11442.0;422.0;215.0;13500.0;2340.0;4500.0;287.0;91.8;6.6;0.328;29.5;0.476;0.1;0.02;0.0952;1.23;0.221;12.9;0.0916;28.3;11300.0;7720.0;12800.0;0.05;2.46;80.8;101.0
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P4;Tecido;Algodão;Cuba;;Jigger;3.0;Lav. PT 1;Lav. PT 1;Tingimento;11.2;6900.0;2300.0;70.9;536.0;31.0;16.4;5880.0;;1960.0;372.0;9.2;7.45;1.37;2.5;0.053;0.01;0.0083;0.0095;0.106;0.0241;12.3;0.0102;8.13;516.0;1100.0;25.0;0.05;0.18;18.5;0.053
GT06 - RIFER;;;;;;;;;;;;;Giatex;descontinuo;P4;Tecido;Algodão;Cuba;;Jigger;3.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;11.2;3300.0;2000.0;84.0;395.0;24.0;9.2;1180.0;128.0;393.3333333333333;46.6;11.4;29.6;0.328;167.0;0.289;0.01;0.0095;0.0322;0.412;0.0485;12.2;0.0369;13.6;79.1;118.0;25.0;0.05;0.18;9.76;54.0
